session_id,started_at,ended_at,end_reason,total_cost_usd,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_tokens,models,git_branch
7514f8ac-9bb8-40e8-9211-fd31d8a9b3bc,2026-05-27T08:46:22.124Z,2026-05-27T09:14:43.515Z,backfill,1.435069,2608,68855,216592,4147122,4435177,claude-sonnet-4-6,main
7cfdef51-3493-449d-9063-1a29e9504e6f,2026-05-27T04:05:13.200Z,2026-05-27T09:20:24.304Z,backfill,4.490545,12449,85874,1151531,7633627,8883481,claude-sonnet-4-6,main
e8062ab6-e857-46a9-86fb-0558aa6f9e91,2026-06-02T23:06:24.533Z,2026-06-03T02:40:08.311Z,backfill,16.720824,1861,142082,1765815,15793913,17703671,claude-opus-4-7,sf_businesscapability-23
aed1228d-2fb6-450e-84ca-8458c2ca9a7e,2026-05-27T04:54:48.171Z,2026-05-27T05:00:22.128Z,backfill,0.432994,11,3438,51449,89308,144206,claude-sonnet-4-6,main
8de7139b-63a6-45a7-9137-80508cefb14b,2026-06-02T05:00:41.917Z,2026-06-02T05:11:57.066Z,backfill,0.557316,74,10695,130200,1360454,1501423,claude-sonnet-4-6,sf_businesscapability-13
ee33f2bc-f762-4a69-b3b2-8869308e407b,2026-05-25T09:50:30.117Z,2026-05-25T10:16:21.881Z,backfill,2.304144,590,110209,265005,7478387,7854191,claude-sonnet-4-6,main
b4bbf99d-54ad-48a5-8626-c1211da96438,2026-06-03T04:35:14.167Z,2026-06-03T04:38:39.441Z,backfill,ERROR,0,0,0,0,0,,sf_businesscapability-29
6df78732-e61d-4548-9684-fd92e1daea8d,2026-05-28T05:29:48.754Z,2026-05-28T23:32:42.778Z,backfill,1.446002,15264,25640,422359,2991844,3455107,"<synthetic>,claude-sonnet-4-6",main
df830c5c-30ce-4d3b-87c9-41641db9d670,2026-05-26T07:18:54.040Z,2026-05-26T07:20:19.637Z,backfill,0.106790,17,2334,31462,286596,320409,claude-sonnet-4-6,main
52413446-9c84-415d-aeca-b0c967697b86,2026-05-26T10:10:39.335Z,2026-05-26T10:13:21.639Z,backfill,0.201384,15,13397,49972,240026,303410,claude-sonnet-4-6,main
7bf77653-3876-45f8-a70d-a76ef3552616,2026-05-26T07:23:11.390Z,2026-05-26T07:26:57.861Z,backfill,0.240637,23,17604,42052,384988,444667,claude-sonnet-4-6,main
12297eae-9861-41f3-9dc1-128b95ec7e6b,2026-06-02T07:00:06.762Z,2026-06-02T07:04:35.448Z,backfill,1.225756,53,7317,200576,1708150,1916096,claude-opus-4-7,sf_businesscapability-4
23f11755-5283-4894-8bc4-58624ecda5d2,2026-06-03T03:47:14.932Z,2026-06-03T04:32:17.099Z,backfill,10.580481,262,119662,620317,17742552,18482793,claude-opus-4-7,main
d4deb8c0-d372-4e6d-a6e0-9f36e5a34dec,2026-05-30T22:43:10.210Z,2026-05-30T22:43:50.435Z,backfill,0.072665,6,1260,31672,25472,58410,claude-sonnet-4-6,main
b97fbe0d-425b-4e90-bfff-b6fb60e71bb4,2026-05-28T08:55:18.091Z,2026-05-28T09:08:56.357Z,backfill,0.565810,51,9838,68374,717907,796170,claude-sonnet-4-6,main
b532e20a-c530-4c8f-ac3b-ec3356e41dfc,2026-05-30T06:17:43.979Z,2026-05-30T07:40:01.618Z,backfill,4.574469,20135,82569,778419,8987175,9868298,"<synthetic>,claude-sonnet-4-6",main
e8a151c6-b8d0-4a3a-972d-788ffce69274,2026-06-02T04:49:39.868Z,2026-06-02T04:50:30.043Z,backfill,0.078795,14,1473,56797,82078,140362,claude-sonnet-4-6,sf_businesscapability-13
76e64c2f-959d-48c8-b148-8b18adb77181,2026-05-31T09:52:51.259Z,2026-05-31T10:03:56.495Z,backfill,0.749889,3077,13147,84254,1314723,1415201,claude-sonnet-4-6,main
fe38a23f-5dfd-4755-a3b9-4266601eed6c,2026-05-26T07:26:58.032Z,2026-05-26T09:39:54.433Z,backfill,2.073620,11092,81961,321878,4084618,4499549,claude-sonnet-4-6,main
d0411a27-21d1-4acf-8c8f-b6315236e01d,2026-05-27T02:58:02.511Z,2026-05-27T03:11:56.445Z,backfill,1.131474,25984,28969,323120,2726147,3104220,claude-sonnet-4-6,main
a9c13e01-82d7-4820-999a-7316a54565d1,2026-06-03T01:19:11.257Z,2026-06-03T01:20:02.505Z,backfill,0.170200,20,580,33935,112051,146586,claude-opus-4-7,sf_businesscapability-23
65a207aa-b4a3-485e-a4ac-860eada1fe62,2026-06-02T07:26:56.301Z,2026-06-02T08:58:05.931Z,backfill,2.955297,1466,36605,504028,4700320,5242419,claude-opus-4-7,sf_businesscapability-5
d74933dd-cdf8-43b9-b8f0-693a742b68e8,2026-06-02T06:48:05.167Z,2026-06-02T07:02:15.951Z,backfill,1.403526,727,24963,139317,2111655,2276662,claude-opus-4-7,sf_businesscapability-4
98e1911e-fd11-413a-a0f2-d639b92698e5,2026-06-02T03:33:33.173Z,2026-06-02T03:36:05.852Z,backfill,0.127548,22,838,26864,132270,159994,claude-opus-4-7,main
fa8ec8ee-e836-4234-9138-87317feb4b00,2026-06-03T00:41:46.281Z,2026-06-03T00:48:00.591Z,backfill,0.723402,61,10866,106527,793219,910673,claude-opus-4-7,sf_businesscapability-23
4a7dc01f-2773-4b43-99a3-50b32a4e1187,2026-05-31T01:59:11.963Z,2026-05-31T02:04:37.390Z,backfill,0.334771,2692,12531,51265,910430,976918,claude-sonnet-4-6,main
b4523a35-fecb-4fcc-bcc9-dbf08a93b3ae,2026-06-02T03:53:16.819Z,2026-06-02T03:55:33.763Z,backfill,0.185109,16,8944,59032,129732,197724,claude-sonnet-4-6,sf_businesscapability-12
8545a978-1ff0-4a73-8026-d91a80cfe2a0,2026-05-30T23:32:42.481Z,2026-05-31T00:04:16.961Z,backfill,1.575468,302,71723,337534,4002903,4412462,claude-sonnet-4-6,main
48bbd059-eacb-484c-95c7-1449e3895770,2026-05-29T05:29:45.964Z,2026-05-29T05:37:42.546Z,backfill,0.452656,176,22006,113866,1457922,1593970,claude-sonnet-4-6,main
37e90670-64e6-4330-ba46-a973de84d378,2026-06-03T03:41:37.880Z,2026-06-03T03:43:16.162Z,backfill,0.284175,28,1195,34662,200509,236394,claude-opus-4-7,main
16f12cae-38f9-44da-bee6-000d2c70966c,2026-05-27T09:27:33.226Z,2026-05-27T21:52:19.584Z,backfill,1.905383,11914,46900,484256,4009587,4552657,claude-sonnet-4-6,main
19ae405b-1651-4e15-828c-23704368072c,2026-05-30T10:15:32.657Z,2026-05-30T10:33:48.035Z,backfill,1.030050,6628,87145,117999,1268535,1480307,"<synthetic>,claude-sonnet-4-6",main
75aef3ac-2aa1-4dfe-a72c-84bd09603033,2026-05-29T05:32:53.809Z,2026-05-29T05:46:33.292Z,backfill,0.133199,11,1199,83033,55160,139403,claude-sonnet-4-6,main
06c70154-4865-4c24-9159-9831b72063f6,2026-05-31T00:57:54.245Z,2026-05-31T01:20:20.015Z,backfill,1.295217,5434,91089,240532,2912851,3249906,claude-sonnet-4-6,main
b2e647be-f14b-4336-9efc-26c87deb2a0e,2026-05-28T23:31:52.278Z,2026-05-28T23:32:06.579Z,backfill,ERROR,0,0,0,0,0,,main
53f08772-49f7-44f4-9052-b67dbc577cb8,2026-06-01T10:19:53.398Z,2026-06-01T10:43:29.539Z,backfill,2.122532,37597,47317,174607,7921819,8181340,claude-sonnet-4-6,main
a3c55246-3baf-45ec-a6a4-84f082d23625,2026-05-29T05:47:02.360Z,2026-05-29T06:01:39.608Z,backfill,0.871040,1925,58984,77372,2358017,2496298,claude-sonnet-4-6,main
42cfec24-c07d-4cc8-9432-ea8d64fe5404,2026-06-01T23:37:14.283Z,2026-06-02T01:33:27.029Z,backfill,5.780129,13923,109462,1200699,13324269,14648353,claude-sonnet-4-6,sf_businesscapability-3
413516dd-4ceb-42de-a0cd-e9742d61fcbc,2026-05-25T09:20:52.438Z,2026-05-25T09:50:54.633Z,backfill,0.522700,28429,16595,198058,891054,1134136,claude-sonnet-4-6,main
f9c6f79b-ffb8-4725-8397-fe187f22e8c1,2026-05-30T01:41:06.994Z,2026-05-30T02:47:00.009Z,backfill,0.269606,25,2912,180598,175283,358818,claude-sonnet-4-6,main
df342395-79c7-4990-8e57-d5430447f830,2026-05-29T07:36:08.716Z,2026-05-30T01:08:23.195Z,backfill,1.647890,7007,92323,494983,2480381,3074694,claude-sonnet-4-6,main
9227dc12-78f5-41fe-9734-ffe034578d0c,2026-06-02T23:26:04.724Z,2026-06-03T01:18:39.438Z,backfill,11.787698,415,103928,777272,19488158,20369773,claude-opus-4-7,sf_businesscapability-23
839220d2-a2e2-43c1-929f-f427f9366d10,2026-05-30T23:42:11.582Z,2026-05-31T00:06:26.640Z,backfill,0.659527,25086,38853,225337,1344497,1633773,claude-sonnet-4-6,main
b4c2940d-9910-4f0a-b978-689ee4c23d65,2026-05-29T01:19:00.925Z,2026-05-29T01:21:53.872Z,backfill,0.294469,3078,11959,110822,768019,893878,claude-sonnet-4-6,main
fee6d9e5-8ae0-4d14-a5f8-820c29931379,2026-06-02T07:04:39.734Z,2026-06-02T07:24:39.516Z,backfill,2.004777,227,27992,307631,3474154,3810004,claude-opus-4-7,main
3b59d432-00af-4fdc-bb50-241b71abb3b1,2026-05-29T02:56:52.091Z,2026-05-29T05:28:53.907Z,backfill,2.007861,5533,55301,596221,4189579,4846634,claude-sonnet-4-6,main
cf93abcc-25ef-4d95-9d41-e30870305627,2026-06-03T04:53:13.026Z,2026-06-03T05:06:16.210Z,backfill,3.121556,46264,57429,330943,4869163,5303799,claude-opus-4-7,sf_businesscapability-29
da422884-0077-4aab-80f2-7c71b5eb9d53,2026-05-28T23:33:16.912Z,2026-05-29T00:35:48.077Z,backfill,1.547404,12367,48336,446316,2544810,3051829,claude-sonnet-4-6,main
5249f24f-e6a7-4bca-82e2-a0ea8f41b9f2,2026-05-29T06:24:40.944Z,2026-05-29T07:30:16.103Z,backfill,1.698968,23453,146086,327608,1951274,2448421,claude-sonnet-4-6,main
ccd1990d-82c4-44ef-bb62-36e9476813bb,2026-05-26T10:14:35.555Z,2026-05-26T10:15:24.403Z,backfill,0.055161,14,616,17434,130560,148624,claude-sonnet-4-6,main
83c1537f-44f5-4d01-aa0b-0847991e9d27,2026-05-28T04:12:46.433Z,2026-05-28T04:16:44.866Z,backfill,0.218910,234,5131,111007,461968,578340,claude-sonnet-4-6,main
3d25d57d-45be-46af-b712-dfe9a7c9c5c3,2026-05-30T20:04:28.442Z,2026-05-30T20:42:51.685Z,backfill,1.073255,6883,25798,149297,1234260,1416238,claude-sonnet-4-6,main
640a60bc-fdee-4045-9522-b93ba57ba541,2026-05-31T00:11:06.232Z,2026-05-31T00:14:42.197Z,backfill,0.473836,42,21383,65533,1365935,1452893,claude-sonnet-4-6,main
ca28fb6b-f952-47a4-bb91-739f06e230f9,2026-05-30T06:33:57.720Z,2026-05-30T06:38:13.268Z,backfill,0.341925,27,5674,124080,644027,773808,claude-sonnet-4-6,main
acc857d2-f5d5-4270-ad6f-cc17ecc6a4d3,2026-06-02T22:40:02.103Z,2026-06-02T22:51:50.342Z,backfill,0.711455,5801,14994,42220,1467112,1530127,claude-opus-4-7,feature/sf_businesscapability-22
5d257e9c-714c-445e-a425-d40f2fadf122,2026-06-04T00:42:37.071Z,2026-06-04T01:45:43.930Z,other,3.650536,305,46124,321622,5559097,5927148,claude-opus-4-7,sf_businesscapability-32
50453539-b587-445f-b29d-a3f7c35bb0c4,2026-05-30T20:46:54.397Z,2026-05-30T21:02:01.289Z,backfill,0.496525,7720,31290,67750,1288185,1394945,claude-sonnet-4-6,main
1425d3ce-d697-4425-8ff8-99a2eab57ee0,2026-05-25T23:29:58.895Z,2026-05-26T01:35:13.213Z,backfill,3.388935,22006,154319,1691065,3577998,5445388,claude-sonnet-4-6,main
2b17155e-f314-4f83-967d-6bbcd81139ef,2026-05-29T05:58:23.548Z,2026-05-29T05:58:56.053Z,backfill,0.115861,10,879,54414,142654,197957,claude-sonnet-4-6,main
e15cc1b5-6fd7-4243-bd46-54804fe6edf8,2026-06-01T21:58:03.299Z,2026-06-01T22:42:23.842Z,backfill,4.675174,2336,90118,335264,14502415,14930133,claude-sonnet-4-6,main
0b1b5ad9-abb9-4405-8214-c03cf87c8995,2026-06-01T01:38:23.182Z,2026-06-01T01:40:45.686Z,backfill,ERROR,0,0,0,0,0,,main
2851b314-0cb7-46d5-a8bd-09cd77a2f436,2026-06-02T03:40:19.388Z,2026-06-02T04:21:43.858Z,backfill,2.898330,102,22487,150647,4150994,4324230,claude-opus-4-7,sf_businesscapability-12
5ba10bfa-574c-45bf-8451-052399e04bd8,2026-05-30T06:42:21.956Z,2026-05-30T06:46:11.909Z,backfill,0.321659,40,4439,42685,591796,638960,claude-sonnet-4-6,main
765d6e6c-558b-4e26-a610-43db44a08137,2026-06-03T02:48:27.490Z,2026-06-03T03:34:42.718Z,backfill,7.664659,372,159261,470673,15174542,15804848,claude-opus-4-7,main
2a578923-399c-4621-a8d7-1f44acbfce3a,2026-05-30T23:43:44.785Z,2026-05-30T23:45:33.478Z,backfill,0.151038,29,4484,27319,347036,378868,claude-sonnet-4-6,main
23278742-ea5e-4bf3-9892-c214a99b24f0,2026-05-29T02:50:54.676Z,2026-05-29T02:56:16.854Z,backfill,0.288655,24,4476,72621,442866,519987,claude-sonnet-4-6,main
cf2b352e-7355-4e18-82b7-e7de338ed2cb,2026-05-25T09:55:44.261Z,2026-05-25T10:33:10.864Z,backfill,1.163138,49,141910,167088,772735,1081782,claude-sonnet-4-6,main
da7889db-6297-4e76-ac82-bcf92c098233,2026-05-25T22:23:10.149Z,2026-05-25T23:09:43.656Z,backfill,0.353286,23,12413,168840,226968,408244,claude-sonnet-4-6,main
8013dd37-b61b-4b65-9908-c2a93b04b1b8,2026-05-28T01:12:57.058Z,2026-05-28T02:40:59.563Z,backfill,4.946611,1075,417236,760712,10458206,11637229,claude-sonnet-4-6,main
d4440362-77e5-4c31-af90-3efdf8a8b20e,2026-05-29T06:01:56.419Z,2026-05-29T06:29:31.446Z,backfill,1.478281,6609,77375,327278,3284981,3696243,claude-sonnet-4-6,main
fc056a82-7ce0-4817-b8bd-bc4052d29e5d,2026-06-03T04:41:10.512Z,2026-06-03T04:44:59.702Z,backfill,0.247580,26,1103,58797,115993,175919,claude-opus-4-7,sf_businesscapability-29
da324440-c3f5-4c66-9ed3-ae45055c09a2,2026-05-31T00:10:55.799Z,2026-05-31T00:18:30.741Z,backfill,0.435607,3943,26934,148808,1240285,1419970,claude-sonnet-4-6,main
fe5c4987-ad79-4395-a9aa-327b70406edb,2026-05-31T02:24:58.805Z,2026-05-31T02:31:20.960Z,backfill,0.233187,484,9172,48414,547169,605239,claude-sonnet-4-6,main
2c73baa6-856c-4531-b191-87ee2c445a44,2026-05-29T05:51:08.372Z,2026-05-29T05:53:06.093Z,backfill,0.167207,98,5205,38579,507860,551742,claude-sonnet-4-6,main
86a9a608-ded8-4563-b819-bd913b7a4d48,2026-06-02T22:51:58.636Z,2026-06-02T23:22:57.820Z,backfill,8.876560,169,54223,818667,14111987,14985046,claude-opus-4-7,main
6b9f6e18-f075-41c4-93b7-98177abfdb38,2026-05-31T01:35:18.327Z,2026-05-31T01:37:02.916Z,backfill,0.069541,105,1509,20512,180710,202836,claude-sonnet-4-6,main
59080d14-0e5d-44eb-8bb1-ef9c1d35307f,2026-06-02T09:12:19.925Z,2026-06-02T09:17:18.316Z,backfill,0.366246,54,7546,52539,529616,589755,claude-opus-4-7,sf_businesscapability-6
cc458b35-fbff-46f5-aea7-02c52186102b,2026-06-03T09:18:07.403Z,2026-06-03T09:37:48.014Z,backfill,1.765496,3491,31832,105175,3812914,3953412,claude-opus-4-7,sf_businesscapability-30
e206e56e-0dff-423e-a92d-1cfac2c736c8,2026-06-03T10:14:07.716Z,2026-06-04T01:09:49.079Z,backfill,17.526230,11085,128943,2634479,20291448,23065955,claude-opus-4-7,main
1168dc19-6b21-41d0-b5cf-64a692f0c646,2026-06-02T02:33:50.741Z,2026-06-02T03:12:06.426Z,backfill,3.567177,291,37688,470459,5961234,6469672,claude-opus-4-7,sf_businesscapability-3
93c8f22c-52a1-4c50-a825-5301bb6f15e8,2026-05-28T01:18:03.642Z,2026-05-28T03:53:53.152Z,backfill,0.292607,37,6950,120861,441253,569101,claude-sonnet-4-6,main
66ae3cc8-2f78-4846-b5ea-9fea70a53e90,2026-06-02T05:46:02.609Z,2026-06-02T05:55:22.097Z,backfill,2.162046,16669,28322,389241,4106064,4540296,claude-opus-4-7,main
e03ee230-95ba-4feb-9cff-efaabfd5ec7f,2026-05-25T03:00:51.697Z,2026-05-25T03:04:09.350Z,backfill,0.215885,4337,3375,52500,570461,630673,claude-sonnet-4-6,main
1880a3fa-30da-42f2-a58f-7b90cfd20c6c,2026-05-31T01:48:48.803Z,2026-05-31T01:50:27.904Z,backfill,0.142822,17,3532,40181,252554,296284,claude-sonnet-4-6,main
f44319d2-97bf-42cb-9a5f-bbe559fc20bc,2026-06-01T23:04:03.621Z,2026-06-01T23:10:51.049Z,backfill,ERROR,0,0,0,0,0,,sf_businesscapability-2
8101eb93-9305-41a9-afbb-d5536a07c15c,2026-06-02T04:08:04.898Z,2026-06-02T04:20:21.996Z,backfill,0.771988,1990,20279,70187,2904953,2997409,claude-sonnet-4-6,sf_businesscapability-12
366d599e-6194-4356-b24f-aed2764bd8b3,2026-05-30T09:04:35.824Z,2026-05-30T09:08:33.228Z,backfill,0.388828,2279,11796,216204,972303,1202582,claude-sonnet-4-6,main
49bda89a-c36f-46b9-aa52-1c1551c101ba,2026-05-25T09:23:11.704Z,2026-05-25T09:48:37.530Z,backfill,1.710583,520,28728,643969,3762053,4435270,claude-sonnet-4-6,main
f13c5877-9c9d-436a-a8d2-0c314928626d,2026-05-31T08:25:29.602Z,2026-05-31T09:17:28.542Z,backfill,1.503162,400,26376,321134,3205065,3552975,claude-sonnet-4-6,main
2dedf9ec-34db-4b6a-9ef5-0b80f6e4ffb4,2026-06-03T06:48:22.003Z,2026-06-03T07:53:01.904Z,backfill,7.842549,154,76792,693690,12936743,13707379,claude-opus-4-7,sf_businesscapability-30
c31e7625-d2f4-4fe8-a6e1-2de3613710f9,2026-05-31T02:32:13.212Z,2026-05-31T04:07:11.965Z,backfill,6.274710,280,97722,731202,19905829,20735033,claude-sonnet-4-6,main
d514f72f-c90f-4014-a74b-9c4ec875fdcb,2026-06-02T03:56:18.794Z,2026-06-02T04:03:39.084Z,backfill,0.170610,22,9254,30497,250691,290464,claude-sonnet-4-6,sf_businesscapability-12
1059e269-c20c-4814-ba6e-37366cf3d133,2026-05-27T21:53:46.393Z,2026-05-28T01:12:54.291Z,backfill,7.195220,13988,112057,1685271,19820945,21632261,claude-sonnet-4-6,main
8331062a-9ba4-44e8-862d-9a5233e41858,2026-06-03T01:52:48.194Z,2026-06-03T02:32:07.479Z,backfill,2.852592,181,26094,284587,4683407,4994269,claude-opus-4-7,sf_businesscapability-23
b289e81f-41fe-48c6-b68b-d8a12490ce2a,2026-05-30T09:08:56.516Z,2026-05-30T09:18:50.714Z,backfill,0.669029,7186,21225,104170,1953269,2085850,claude-sonnet-4-6,main
7856d541-98a1-44b3-8393-f381e0543bc1,2026-05-31T09:20:13.230Z,2026-05-31T09:51:40.965Z,backfill,1.629461,79,99505,352707,3125858,3578149,"<synthetic>,claude-sonnet-4-6",main
dd000255-1a8b-477f-8f6f-746cbbbcc972,2026-06-01T01:41:01.072Z,2026-06-01T09:41:31.447Z,backfill,1.425361,83,27061,356885,1645469,2029498,claude-sonnet-4-6,main
d439989e-f2ad-4673-b78f-91e4d1ee5291,2026-05-25T10:05:26.947Z,2026-05-27T02:57:18.209Z,backfill,0.172634,28,1860,52001,316913,370802,claude-sonnet-4-6,main
479dcc1e-b108-40af-91ad-703d6b2b1a4b,2026-05-30T07:40:09.451Z,2026-05-30T08:45:38.435Z,backfill,4.684335,44562,216622,609216,14730485,15600885,claude-sonnet-4-6,main
818bf9a9-5b5c-4f8d-a9e8-069d7624ca02,2026-06-02T09:13:54.522Z,2026-06-02T09:17:55.788Z,backfill,0.439425,43,5092,65035,567567,637737,claude-opus-4-7,main
db57c2db-9bb7-46fa-b6c5-268dcce08a13,2026-05-31T01:53:41.511Z,2026-05-31T01:56:29.403Z,backfill,0.185524,23,3668,56245,245699,305635,claude-sonnet-4-6,main
656487cc-40a3-4c97-93ab-ae1f019c3ff1,2026-05-30T20:45:45.604Z,2026-05-30T23:42:01.619Z,backfill,7.935567,3223,160448,1001136,29004378,30169185,claude-sonnet-4-6,main
9a31228f-f55b-4d6c-b660-9ee1595f0eac,2026-05-30T09:34:25.042Z,2026-05-30T10:52:44.245Z,backfill,7.048582,13198,149207,401179,25416505,25980089,claude-sonnet-4-6,main
df28486d-8d3c-4fea-8175-6c365b51cd7d,2026-05-31T01:51:26.179Z,2026-05-31T01:57:23.041Z,backfill,0.413733,56,14755,39124,1203872,1257807,claude-sonnet-4-6,main
4f825989-9b76-4c95-9011-ef742aba34cf,2026-05-27T02:58:45.754Z,2026-05-27T03:49:43.643Z,backfill,1.626436,152,28368,173402,4054008,4255930,claude-sonnet-4-6,main
7721336c-dcaf-465e-8607-0f8892fcae78,2026-05-25T03:09:18.905Z,2026-05-25T03:55:24.626Z,backfill,2.198684,22782,144508,441376,4260101,4868767,claude-sonnet-4-6,main
f40d0bb9-1f9d-4e3c-b956-826e52f513a2,2026-05-29T00:31:24.645Z,2026-05-29T00:46:18.490Z,backfill,0.447293,70,15343,141092,1444768,1601273,claude-sonnet-4-6,main
3350ff4e-3a7e-48aa-9ac6-65760006cd41,2026-05-31T07:13:13.906Z,2026-05-31T08:18:39.629Z,backfill,2.293273,2740,39137,460219,5867410,6369506,claude-sonnet-4-6,main
bcc5f817-ec76-4a37-a503-e84522cbe411,2026-05-30T09:18:54.704Z,2026-05-30T09:31:01.087Z,backfill,1.085760,15083,32292,142025,1805177,1994577,claude-sonnet-4-6,main
b278d1e8-8cd3-4df7-b203-e1b293500fd2,2026-06-03T06:15:50.360Z,2026-06-03T06:47:55.277Z,backfill,2.812911,134,30855,410546,3185359,3626894,claude-opus-4-7,sf_businesscapability-29
8bc3bda7-ae6a-4604-b125-8e0f7e18a6eb,2026-06-02T05:20:12.174Z,2026-06-02T05:45:38.432Z,backfill,2.663070,51668,34977,407770,3868476,4362891,claude-opus-4-7,main
6fde9175-14c2-4e1e-b789-7c4b2a3931e5,2026-05-29T01:06:00.688Z,2026-05-29T01:17:24.999Z,backfill,0.722446,17166,24337,178214,2135785,2355502,claude-sonnet-4-6,main
ff686b1c-3248-4786-80ba-fa45b51858ec,2026-05-26T04:00:33.742Z,2026-05-26T04:26:01.434Z,backfill,1.232080,6702,41171,169069,2125457,2342399,claude-sonnet-4-6,main
ca759b30-b991-4b77-a818-b428b79cc027,2026-05-30T08:51:46.226Z,2026-05-30T09:00:49.829Z,backfill,0.558105,25894,21053,144581,1394145,1585673,claude-sonnet-4-6,main
